Speaker,20151013,20151219
WEBB,1,0
SANDERS,2,1
COOPER,2,0
RADDATZ,0,3
ANNOUNCER,0,0
QUESTION,0,0
MUIR,0,0
CHAFEE,0,0
WILKINS,0,0
MCELVEEN,0,0
LEVESQUE,0,0
CLINTON,0,3
LEMON,0,0
LOPEZ,0,0
BASH,0,0
