Speaker,20151013,20151219
WEBB,1,0
SANDERS,12,2
COOPER,7,0
RADDATZ,0,2
ANNOUNCER,0,0
QUESTION,0,0
MUIR,0,1
CHAFEE,3,0
WILKINS,0,0
MCELVEEN,0,0
LEVESQUE,0,1
CLINTON,16,10
LEMON,1,0
LOPEZ,0,0
BASH,1,0
